TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,While,0.20408164,0.795045,0.3112245,0.795045,0.3112245,0.9842342,0.20408164,0.9842342
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,Op,0.25,0.6689189,0.6377551,0.6689189,0.6377551,0.740991,0.25,0.740991
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,Op,0.2755102,0.22747748,0.622449,0.22747748,0.622449,0.2972973,0.2755102,0.2972973
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,While,0.13265306,0.3963964,0.23469388,0.3963964,0.23469388,0.5990991,0.13265306,0.5990991
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,For,0.030612245,0.20495495,0.29591838,0.20495495,0.29591838,0.35135135,0.030612245,0.35135135
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,Op,0.16836734,0.0518018,0.56632656,0.0518018,0.56632656,0.13963965,0.16836734,0.13963965
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,While,0.071428575,0.02027027,0.19387755,0.02027027,0.19387755,0.1891892,0.071428575,0.1891892
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,Op,0.2857143,0.8445946,0.7397959,0.8445946,0.7397959,0.9301802,0.2857143,0.9301802
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,Op,0.21938775,0.4436937,0.6683673,0.4436937,0.6683673,0.5292793,0.21938775,0.5292793
TRAIN,gs://XXX/training_images/18img-2021-01-28T13:07:38.102Z.JPG,While,0.14795919,0.6283784,0.2857143,0.6283784,0.2857143,0.7747748,0.14795919,0.7747748
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Out,0.5561497,0.74025977,0.8716577,0.74025977,0.8716577,0.8181818,0.5561497,0.8181818
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,While,0.07017544,0.28620103,0.18947369,0.28620103,0.18947369,0.5349233,0.07017544,0.5349233
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,If,0.10185185,0.5518018,0.962963,0.5518018,0.962963,0.9144144,0.10185185,0.9144144
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Start,0.35438597,0.008517887,0.44912282,0.008517887,0.44912282,0.039182283,0.35438597,0.039182283
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Op,0.171123,0.40519482,0.87700534,0.40519482,0.87700534,0.4935065,0.171123,0.4935065
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,In,0.3017544,0.18398637,0.56842107,0.18398637,0.56842107,0.2640545,0.3017544,0.2640545
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Op,0.15508021,0.34545454,0.6363636,0.34545454,0.6363636,0.42857143,0.15508021,0.42857143
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Out,0.056140352,0.05451448,0.8701754,0.05451448,0.8701754,0.17035775,0.056140352,0.17035775
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,End,0.49122807,0.93867123,0.6280702,0.93867123,0.6280702,0.9863714,0.49122807,0.9863714
TRAIN,gs://XXX/training_images/72-2020-10-23T17:27:08.429Z.JPG,Out,0.13368984,0.76623374,0.45454547,0.76623374,0.45454547,0.8337662,0.13368984,0.8337662
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,In,0.39081886,0.256464,0.58560795,0.256464,0.58560795,0.3088749,0.39081886,0.3088749
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,Out,0.44540942,0.7826695,0.5545906,0.7826695,0.5545906,0.8078267,0.44540942,0.8078267
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,Start,0.44665012,0.11670161,0.5620347,0.11670161,0.5620347,0.17120895,0.44665012,0.17120895
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,For,0.22332506,0.45702305,0.37965262,0.45702305,0.37965262,0.613557,0.22332506,0.613557
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,If,0.288,0.6576577,0.596,0.6576577,0.596,0.8558559,0.288,0.8558559
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,DoWhile,0.30272952,0.2033543,0.36972705,0.2033543,0.36972705,0.4116003,0.30272952,0.4116003
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,In,0.30272952,0.7826695,0.41439205,0.7826695,0.41439205,0.8057303,0.30272952,0.8057303
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,End,0.34987593,0.8679245,0.49503723,0.8679245,0.49503723,0.9482879,0.34987593,0.9482879
TRAIN,gs://XXX/training_images/Noe 8-2020-10-20T16:24:59.355Z.jpeg,Op,0.39454094,0.5276031,0.5595533,0.5276031,0.5595533,0.5653389,0.39454094,0.5653389
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,End,0.42920354,0.94548553,0.48820058,0.94548553,0.48820058,0.99829644,0.42920354,0.99829644
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,In,0.25663716,0.3713799,0.5516224,0.3713799,0.5516224,0.5383305,0.25663716,0.5383305
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,Op,0.1891892,0.774026,0.39864865,0.774026,0.39864865,0.9064935,0.1891892,0.9064935
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,If,0.17348927,0.5900901,0.705653,0.5900901,0.705653,0.954955,0.17348927,0.954955
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,Start,0.3539823,0.040885862,0.42772862,0.040885862,0.42772862,0.12095401,0.3539823,0.12095401
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,Out,0.056047197,0.14991482,0.8938053,0.14991482,0.8938053,0.35264054,0.056047197,0.35264054
TRAIN,gs://XXX/training_images/32-2020-10-23T17:27:08.429Z.JPG,Op,0.45945945,0.77922076,0.6711712,0.77922076,0.6711712,0.8857143,0.45945945,0.8857143
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,Op,0.18039216,0.490991,0.6392157,0.490991,0.6392157,0.5765766,0.18039216,0.5765766
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,In,0.21568628,0.25675675,0.57254905,0.25675675,0.57254905,0.36936936,0.21568628,0.36936936
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,Out,0.05882353,0.13513513,0.8862745,0.13513513,0.8862745,0.23423423,0.05882353,0.23423423
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,Op,0.21568628,0.5675676,0.6313726,0.5675676,0.6313726,0.6531532,0.21568628,0.6531532
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,Out,0.14901961,0.7207207,0.8627451,0.7207207,0.8627451,0.8581081,0.14901961,0.8581081
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,While,0.09411765,0.39414415,0.21176471,0.39414415,0.21176471,0.7207207,0.09411765,0.7207207
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,Start,0.39215687,0.06531531,0.4509804,0.06531531,0.4509804,0.09234234,0.39215687,0.09234234
TRAIN,gs://XXX/training_images/54-2020-10-23T17:27:08.429Z.JPG,End,0.45490196,0.8761261,0.5058824,0.8761261,0.5058824,0.9054054,0.45490196,0.9054054
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,For,0.028846154,0.38513514,0.30128205,0.38513514,0.30128205,0.6531532,0.028846154,0.6531532
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,DoWhile,0.15064102,0.033783782,0.23076923,0.033783782,0.23076923,0.30405405,0.15064102,0.30405405
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,Op,0.23076923,0.067567565,0.6474359,0.067567565,0.6474359,0.18468468,0.23076923,0.18468468
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,Op,0.28846154,0.42792794,0.69551283,0.42792794,0.69551283,0.5540541,0.28846154,0.5540541
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,DoWhile,0.102564104,0.7004505,0.18589744,0.7004505,0.18589744,0.9504505,0.102564104,0.9504505
TRAIN,gs://XXX/training_images/14img-2021-01-28T13:07:38.102Z.JPG,Op,0.17307693,0.7162162,0.53205127,0.7162162,0.53205127,0.8288288,0.17307693,0.8288288
TRAIN,gs://XXX/training_images/Micaela3 (5).jpeg,Out,0.2020202,0.26298702,0.6002886,0.26298702,0.6002886,0.33116883,0.2020202,0.33116883
TRAIN,gs://XXX/training_images/Micaela3 (5).jpeg,End,0.37168142,0.9413717,0.44247788,0.9413717,0.44247788,0.99004424,0.37168142,0.99004424
